us_city,state_name,county_name,us_city_lat,us_city_long,intl_city,country,flag_emoji,city_lat,city_long,continent
Barcelona,Arkansas,Crawford,35.6206416,-94.4560487,Barcelona,Spain,🇪🇸,41.3828939,2.1774322,Europe
Madrid,Alabama,Houston,31.0357372,-85.3932663,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Madrid,Iowa,Boone,41.8766526,-93.8232813,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Madrid,Kentucky,Breckinridge,37.6122795,-86.342198,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Barcelona,Louisiana,Tensas,31.852661,-91.4228949,Barcelona,Spain,🇪🇸,41.3828939,2.1774322,Europe
Madrid,Maine,Franklin,44.8645016,-70.4620115,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
East Madrid,Maine,Franklin,44.9106121,-70.3842337,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Madrid Junction,Maine,Franklin,44.8697792,-70.399789,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
New Madrid,Missouri,New Madrid,36.5864488,-89.5278547,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Madrid,Nebraska,Perkins,40.8499965,-101.5435011,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Barcelona Summit,Nevada,Nye,38.6507658,-116.958136,Barcelona,Spain,🇪🇸,41.3828939,2.1774322,Europe
Madrid,New Mexico,Santa Fe,35.4067047,-106.1525226,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Barcelona,New York,Chautauqua,42.3403356,-79.5958808,Barcelona,Spain,🇪🇸,41.3828939,2.1774322,Europe
Madrid Springs,New York,St. Lawrence,44.7400594,-75.1435369,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Madrid,Virginia,Augusta,38.139578,-78.8805801,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Barcelona Estates,Georgia,Clayton,33.5234455,-84.3338123,Barcelona,Spain,🇪🇸,41.3828939,2.1774322,Europe
Barcelona,Puerto Rico,Mayagüez,18.2038435,-67.139624,Barcelona,Spain,🇪🇸,41.3828939,2.1774322,Europe
Jardines de Barcelona,Puerto Rico,Juncos,18.2196785,-65.9162747,Barcelona,Spain,🇪🇸,41.3828939,2.1774322,Europe
Madrid,Puerto Rico,Juncos,18.2335667,-65.9212748,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Villa Barcelona,Puerto Rico,Barceloneta,18.4557792,-66.5482278,Barcelona,Spain,🇪🇸,41.3828939,2.1774322,Europe
Madrid,Florida,Hillsborough,27.9196,-82.4914,Madrid,Spain,🇪🇸,40.4167047,-3.7035825,Europe
Stockholm,Maine,Aroostook,47.0422642,-68.1394756,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Stockholm,Minnesota,Wright,45.036352,-94.2210911,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Stockholm,New Jersey,Sussex,41.0895413,-74.5171024,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Point Stockholm,New York,Chautauqua,42.1200575,-79.3175483,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
North Stockholm,New York,St. Lawrence,44.7694996,-74.9346416,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Stockholm Center,New York,St. Lawrence,44.7594994,-74.8315837,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
West Stockholm,New York,St. Lawrence,44.7136679,-74.9007513,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Stockholm,South Dakota,Grant,45.0996868,-96.8020104,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Stockholm,Wisconsin,Pepin,44.4833009,-92.2621214,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Stockholm,Kentucky,Edmonson,37.2481047,-86.1308062,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Stockholm,Texas,Hidalgo,26.3867362,-97.8791656,Stockholm,Sweden,🇸🇪,59.3251172,18.0710935,Europe
Damascus,Arkansas,Columbia,33.2623502,-93.0182198,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Arkansas,Van Buren,35.367302,-92.4096005,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Alabama,Coffee,31.3204471,-86.004387,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Alabama,Escambia,31.1729526,-86.8569087,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Old Damascus,Georgia,Early,31.3074013,-84.7371415,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Georgia,Gordon,34.5500858,-84.9357761,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Georgia,Early,31.2990682,-84.7188077,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Illinois,Stephenson,42.3722378,-89.7062292,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Maine,Penobscot,44.8122903,-69.0805987,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Maryland,Montgomery,39.2884381,-77.2038717,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Mississippi,Scott,32.5554169,-89.3883995,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Mississippi,Kemper,32.6576363,-88.8339398,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,New York,Broome,42.0559135,-75.6101829,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Oregon,Clackamas,45.417621,-122.4589783,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Pennsylvania,Wayne,41.7031441,-75.0682239,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Aleppo,Pennsylvania,Greene,39.8239684,-80.4461845,Aleppo,Syria,🇸🇾,36.19924,37.1637253,Asia
West Damascus,Pennsylvania,Wayne,41.7000885,-75.1712832,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Tennessee,Johnson,36.4392847,-81.9120632,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Virginia,Washington,36.6337272,-81.7837303,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus Heights,Oregon,Clackamas,45.4206764,-122.4492561,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus Gardens,Maryland,Montgomery,39.2823271,-77.2038717,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus Terrace,Maryland,Montgomery,39.2823271,-77.2002605,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus Valley Estates,Maryland,Montgomery,39.286216,-77.1824823,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus View,Maryland,Montgomery,39.2792717,-77.2135941,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus Hill,Maryland,Montgomery,39.2612164,-77.2013717,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus Manor,Maryland,Montgomery,39.2798272,-77.2110941,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus Valley Park,Maryland,Montgomery,39.2787161,-77.2049828,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
Damascus,Alabama,Cullman,33.9748233,-86.8736109,Damascus,Syria,🇸🇾,33.5130695,36.3095814,Asia
New London,Arkansas,Union,33.1884591,-92.3393087,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Arkansas,Pope,35.328973,-93.2529553,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Alabama,Conecuh,31.2976707,-87.0877517,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Alabama,Montgomery,32.2731979,-86.0502371,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Alabama,St. Clair,33.4817729,-86.3594235,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
East New London,Connecticut,Southeastern Connecticut,41.3664872,-72.0992432,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Connecticut,Southeastern Connecticut,41.3556539,-72.0995209,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Village,Delaware,Kent,39.0695571,-75.5307571,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Mills,Illinois,Fulton,40.7105947,-90.2662355,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Indiana,Shelby,39.625602,-85.9202594,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Heights,Indiana,Shelby,39.6286574,-85.9144259,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Indiana,Howard,40.4433708,-86.2713848,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Iowa,Henry,40.9269776,-91.3995992,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Kentucky,Laurel,37.1289771,-84.0832646,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Maryland,Frederick,39.422047,-77.2530383,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Michigan,Monroe,42.0200442,-83.6132701,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Minnesota,Freeborn,43.5260729,-93.0626967,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Minnesota,Kandiyohi,45.3010756,-94.9441773,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Minnesota,Lake,47.2027037,-91.5696169,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Missouri,Ralls,39.5853222,-91.4009835,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Missouri,Atchison,40.4449952,-95.2349777,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,New York,Oneida,43.205347,-75.5876799,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,North Carolina,Stanly,35.4431965,-80.2192225,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Ohio,Richland,40.9103338,-82.6293412,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Ohio,Madison,39.8864493,-83.448253,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Ohio,Huron,41.0850542,-82.3998887,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Springs,Oregon,Lane,43.6317878,-123.0911866,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Oregon,Lane,43.6345656,-123.0928535,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Pennsylvania,Mercer,41.1436709,-80.1486716,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Pennsylvania,Clearfield,40.7886714,-78.4330757,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Pennsylvania,Chester,39.7826095,-75.8754973,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Tennessee,Cocke,35.8698226,-83.002092,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Texas,Rusk,32.2387667,-94.9404949,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Texas,Kimble,30.6768485,-99.5764516,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
Old London,Texas,Rusk,32.2268228,-94.9446616,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Utah,Salt Lake,40.7418906,-111.8982696,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Virginia,Campbell,37.3018103,-79.2803031,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Virginia,Caroline,38.1387429,-77.3177581,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Bridge,Virginia,Virginia Beach (city),36.8418151,-76.0496544,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Washington,Grays Harbor,47.0573118,-123.9271144,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,West Virginia,Kanawha,38.1945491,-81.3687243,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Wisconsin,Dane,43.0477775,-89.0128881,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
New London,Wisconsin,Waupaca,44.3927582,-88.7398256,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,California,Tulare,36.4760619,-119.4431785,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Hill,Georgia,Camden,30.8446787,-81.6117673,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Bridge Estates,Maryland,Carroll,39.4631583,-76.9555355,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Towne,Virginia,Fairfax,38.8390021,-77.4566554,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London,Texas,Rusk,32.2309892,-94.9443839,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
London Terrace,Ohio,Madison,39.882615,-83.461175,London,UK,🇬🇧,51.4893335,-0.1440550845,Europe
Montevideo,Georgia,Elbert,34.2723289,-82.8218038,Montevideo,Uruguay,🇺🇾,-34.9058916,-56.1913095,Americas
Montevideo,Maryland,Anne Arundel,39.1626078,-76.7669159,Montevideo,Uruguay,🇺🇾,-34.9058916,-56.1913095,Americas
Montevideo,Minnesota,Chippewa,44.942457,-95.7236371,Montevideo,Uruguay,🇺🇾,-34.9058916,-56.1913095,Americas
Montevideo,Virginia,Rockingham,38.3645712,-78.7694682,Montevideo,Uruguay,🇺🇾,-34.9058916,-56.1913095,Americas
Valencia,Arizona,Maricopa,33.3794861,-112.5840544,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Hacienda de Valencia,Arizona,Maricopa,33.4100474,-111.7343042,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,Kansas,Shawnee,39.0786108,-95.8763761,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,New Mexico,Valencia,34.7994996,-106.7003035,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,Pennsylvania,Butler,40.6747887,-79.9895022,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,Utah,Davis,40.9077226,-111.9035498,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,Puerto Rico,Juncos,18.2260671,-65.918497,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,Puerto Rico,Bayamón,18.3996705,-66.1912784,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,Puerto Rico,San Juan,18.4113362,-66.0440546,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia Gardens,California,San Francisco,37.7665965,-122.4233043,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,California,Los Angeles,34.4436063,-118.6095321,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,California,San Bernardino,34.1466768,-117.2725427,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia Hill,Georgia,Cobb,33.9178804,-84.4654857,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Villa Valencia,California,Orange,33.7266853,-117.8094989,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia Heights,South Carolina,Richland,33.9765447,-80.9850909,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia Park,California,San Diego,32.7047745,-117.0850299,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Jardines de Valencia,Puerto Rico,San Juan,18.4105029,-66.0412768,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia,Puerto Rico,Juncos,18.2221784,-65.9218303,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia in Old Hyde Park,Florida,Hillsborough,27.9384,-82.4765,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia Manor,Florida,Hillsborough,28.0461,-82.3848,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
Valencia Lakes,Florida,Hillsborough,27.7305556,-82.3266667,Valencia,Venezuela,🇻🇪,10.170026,-68.0003987,Americas
